"","PassengerId","Survived","Pclass","Sex","Age","Ticket","Fare","Cabin","Cab"
"409",409,0,3,"male",21,"312992",7.775,"B96 B98","C"
"410",410,0,3,"female",29.6991176470588,"4133",25.4667,"B96 B98","C"
"411",411,0,3,"male",29.6991176470588,"349222",7.8958,"B96 B98","C"
"412",412,0,3,"male",29.6991176470588,"394140",6.8583,"B96 B98","C"
"413",413,1,1,"female",33,"19928",90,"C78","C"
"414",414,0,2,"male",29.6991176470588,"239853",0,"B96 B98","C"
"415",415,1,3,"male",44,"STON/O 2. 3101269",7.925,"B96 B98","C"
"416",416,0,3,"female",29.6991176470588,"343095",8.05,"B96 B98","C"
"417",417,1,2,"female",34,"28220",32.5,"B96 B98","C"
"418",418,1,2,"female",18,"250652",13,"B96 B98","C"
"419",419,0,2,"male",30,"28228",13,"B96 B98","C"
"420",420,0,3,"female",10,"345773",24.15,"B96 B98","C"
"421",421,0,3,"male",29.6991176470588,"349254",7.8958,"B96 B98","C"
"422",422,0,3,"male",21,"A/5. 13032",7.7333,"B96 B98","C"
"423",423,0,3,"male",29,"315082",7.875,"B96 B98","C"
"424",424,0,3,"female",28,"347080",14.4,"B96 B98","C"
"425",425,0,3,"male",18,"370129",20.2125,"B96 B98","C"
"426",426,0,3,"male",29.6991176470588,"A/4. 34244",7.25,"B96 B98","C"
"427",427,1,2,"female",28,"2003",26,"B96 B98","C"
"428",428,1,2,"female",19,"250655",26,"B96 B98","C"
"429",429,0,3,"male",29.6991176470588,"364851",7.75,"B96 B98","C"
"430",430,1,3,"male",32,"SOTON/O.Q. 392078",8.05,"E10","E"
"431",431,1,1,"male",28,"110564",26.55,"C52","C"
"432",432,1,3,"female",29.6991176470588,"376564",16.1,"B96 B98","C"
"433",433,1,2,"female",42,"SC/AH 3085",26,"B96 B98","C"
"434",434,0,3,"male",17,"STON/O 2. 3101274",7.125,"B96 B98","C"
"435",435,0,1,"male",50,"13507",55.9,"E44","E"
"436",436,1,1,"female",14,"113760",120,"B96 B98","B"
"437",437,0,3,"female",21,"W./C. 6608",34.375,"B96 B98","C"
"438",438,1,2,"female",24,"29106",18.75,"B96 B98","C"
"439",439,0,1,"male",64,"19950",263,"C23 C25 C27","C"
"440",440,0,2,"male",31,"C.A. 18723",10.5,"B96 B98","C"
"441",441,1,2,"female",45,"F.C.C. 13529",26.25,"B96 B98","C"
"442",442,0,3,"male",20,"345769",9.5,"B96 B98","C"
"443",443,0,3,"male",25,"347076",7.775,"B96 B98","C"
"444",444,1,2,"female",28,"230434",13,"B96 B98","C"
"445",445,1,3,"male",29.6991176470588,"65306",8.1125,"B96 B98","C"
"446",446,1,1,"male",4,"33638",81.8583,"A34","A"
"447",447,1,2,"female",13,"250644",19.5,"B96 B98","C"
"448",448,1,1,"male",34,"113794",26.55,"B96 B98","C"
"449",449,1,3,"female",5,"2666",19.2583,"B96 B98","C"
"450",450,1,1,"male",52,"113786",30.5,"C104","C"
"451",451,0,2,"male",36,"C.A. 34651",27.75,"B96 B98","C"
"452",452,0,3,"male",29.6991176470588,"65303",19.9667,"B96 B98","C"
"453",453,0,1,"male",30,"113051",27.75,"C111","C"
"454",454,1,1,"male",49,"17453",89.1042,"C92","C"
"455",455,0,3,"male",29.6991176470588,"A/5 2817",8.05,"B96 B98","C"
"456",456,1,3,"male",29,"349240",7.8958,"B96 B98","C"
"457",457,0,1,"male",65,"13509",26.55,"E38","E"
"458",458,1,1,"female",29.6991176470588,"17464",51.8625,"D21","D"
"459",459,1,2,"female",50,"F.C.C. 13531",10.5,"B96 B98","C"
"460",460,0,3,"male",29.6991176470588,"371060",7.75,"B96 B98","C"
"461",461,1,1,"male",48,"19952",26.55,"E12","E"
"462",462,0,3,"male",34,"364506",8.05,"B96 B98","C"
"463",463,0,1,"male",47,"111320",38.5,"E63","E"
"464",464,0,2,"male",48,"234360",13,"B96 B98","C"
"465",465,0,3,"male",29.6991176470588,"A/S 2816",8.05,"B96 B98","C"
"466",466,0,3,"male",38,"SOTON/O.Q. 3101306",7.05,"B96 B98","C"
"467",467,0,2,"male",29.6991176470588,"239853",0,"B96 B98","C"
"468",468,0,1,"male",56,"113792",26.55,"B96 B98","C"
"469",469,0,3,"male",29.6991176470588,"36209",7.725,"B96 B98","C"
"470",470,1,3,"female",0.75,"2666",19.2583,"B96 B98","C"
"471",471,0,3,"male",29.6991176470588,"323592",7.25,"B96 B98","C"
"472",472,0,3,"male",38,"315089",8.6625,"B96 B98","C"
"473",473,1,2,"female",33,"C.A. 34651",27.75,"B96 B98","C"
"474",474,1,2,"female",23,"SC/AH Basle 541",13.7917,"D","D"
"475",475,0,3,"female",22,"7553",9.8375,"B96 B98","C"
"476",476,0,1,"male",29.6991176470588,"110465",52,"A14","A"
"477",477,0,2,"male",34,"31027",21,"B96 B98","C"
"478",478,0,3,"male",29,"3460",7.0458,"B96 B98","C"
"479",479,0,3,"male",22,"350060",7.5208,"B96 B98","C"
"480",480,1,3,"female",2,"3101298",12.2875,"B96 B98","C"
"481",481,0,3,"male",9,"CA 2144",46.9,"B96 B98","C"
"482",482,0,2,"male",29.6991176470588,"239854",0,"B96 B98","C"
"483",483,0,3,"male",50,"A/5 3594",8.05,"B96 B98","C"
"484",484,1,3,"female",63,"4134",9.5875,"B96 B98","C"
"485",485,1,1,"male",25,"11967",91.0792,"B49","B"
"486",486,0,3,"female",29.6991176470588,"4133",25.4667,"B96 B98","C"
"487",487,1,1,"female",35,"19943",90,"C93","C"
"488",488,0,1,"male",58,"11771",29.7,"B37","B"
"489",489,0,3,"male",30,"A.5. 18509",8.05,"B96 B98","C"
"490",490,1,3,"male",9,"C.A. 37671",15.9,"B96 B98","C"
"491",491,0,3,"male",29.6991176470588,"65304",19.9667,"B96 B98","C"
"492",492,0,3,"male",21,"SOTON/OQ 3101317",7.25,"B96 B98","C"
"493",493,0,1,"male",55,"113787",30.5,"C30","C"
"494",494,0,1,"male",71,"PC 17609",49.5042,"B96 B98","C"
"495",495,0,3,"male",21,"A/4 45380",8.05,"B96 B98","C"
"496",496,0,3,"male",29.6991176470588,"2627",14.4583,"B96 B98","C"
"497",497,1,1,"female",54,"36947",78.2667,"D20","D"
"498",498,0,3,"male",29.6991176470588,"C.A. 6212",15.1,"B96 B98","C"
"499",499,0,1,"female",25,"113781",151.55,"C22 C26","C"
"500",500,0,3,"male",24,"350035",7.7958,"B96 B98","C"
"501",501,0,3,"male",17,"315086",8.6625,"B96 B98","C"
"502",502,0,3,"female",21,"364846",7.75,"B96 B98","C"
"503",503,0,3,"female",29.6991176470588,"330909",7.6292,"B96 B98","C"
"504",504,0,3,"female",37,"4135",9.5875,"B96 B98","C"
"505",505,1,1,"female",16,"110152",86.5,"B79","B"
"506",506,0,1,"male",18,"PC 17758",108.9,"C65","C"
"507",507,1,2,"female",33,"26360",26,"B96 B98","C"
"508",508,1,1,"male",29.6991176470588,"111427",26.55,"B96 B98","C"
"509",509,0,3,"male",28,"C 4001",22.525,"B96 B98","C"
"510",510,1,3,"male",26,"1601",56.4958,"B96 B98","C"
"511",511,1,3,"male",29,"382651",7.75,"B96 B98","C"
"512",512,0,3,"male",29.6991176470588,"SOTON/OQ 3101316",8.05,"B96 B98","C"
"513",513,1,1,"male",36,"PC 17473",26.2875,"E25","E"
"514",514,1,1,"female",54,"PC 17603",59.4,"B96 B98","C"
"515",515,0,3,"male",24,"349209",7.4958,"B96 B98","C"
"516",516,0,1,"male",47,"36967",34.0208,"D46","D"
"517",517,1,2,"female",34,"C.A. 34260",10.5,"F33","F"
"518",518,0,3,"male",29.6991176470588,"371110",24.15,"B96 B98","C"
"519",519,1,2,"female",36,"226875",26,"B96 B98","C"
"520",520,0,3,"male",32,"349242",7.8958,"B96 B98","C"
"521",521,1,1,"female",30,"12749",93.5,"B73","B"
"522",522,0,3,"male",22,"349252",7.8958,"B96 B98","C"
"523",523,0,3,"male",29.6991176470588,"2624",7.225,"B96 B98","C"
"524",524,1,1,"female",44,"111361",57.9792,"B18","B"
"525",525,0,3,"male",29.6991176470588,"2700",7.2292,"B96 B98","C"
"526",526,0,3,"male",40.5,"367232",7.75,"B96 B98","C"
"527",527,1,2,"female",50,"W./C. 14258",10.5,"B96 B98","C"
"528",528,0,1,"male",29.6991176470588,"PC 17483",221.7792,"C95","C"
"529",529,0,3,"male",39,"3101296",7.925,"B96 B98","C"
"530",530,0,2,"male",23,"29104",11.5,"B96 B98","C"
"531",531,1,2,"female",2,"26360",26,"B96 B98","C"
"532",532,0,3,"male",29.6991176470588,"2641",7.2292,"B96 B98","C"
"533",533,0,3,"male",17,"2690",7.2292,"B96 B98","C"
"534",534,1,3,"female",29.6991176470588,"2668",22.3583,"B96 B98","C"
"535",535,0,3,"female",30,"315084",8.6625,"B96 B98","C"
"536",536,1,2,"female",7,"F.C.C. 13529",26.25,"B96 B98","C"
"537",537,0,1,"male",45,"113050",26.55,"B38","B"
"538",538,1,1,"female",30,"PC 17761",106.425,"B96 B98","C"
"539",539,0,3,"male",29.6991176470588,"364498",14.5,"B96 B98","C"
"540",540,1,1,"female",22,"13568",49.5,"B39","B"
"541",541,1,1,"female",36,"WE/P 5735",71,"B22","B"
"542",542,0,3,"female",9,"347082",31.275,"B96 B98","C"
"543",543,0,3,"female",11,"347082",31.275,"B96 B98","C"
"544",544,1,2,"male",32,"2908",26,"B96 B98","C"
"545",545,0,1,"male",50,"PC 17761",106.425,"C86","C"
"546",546,0,1,"male",64,"693",26,"B96 B98","C"
"547",547,1,2,"female",19,"2908",26,"B96 B98","C"
"548",548,1,2,"male",29.6991176470588,"SC/PARIS 2146",13.8625,"B96 B98","C"
"549",549,0,3,"male",33,"363291",20.525,"B96 B98","C"
"550",550,1,2,"male",8,"C.A. 33112",36.75,"B96 B98","C"
"551",551,1,1,"male",17,"17421",110.8833,"C70","C"
"552",552,0,2,"male",27,"244358",26,"B96 B98","C"
"553",553,0,3,"male",29.6991176470588,"330979",7.8292,"B96 B98","C"
"554",554,1,3,"male",22,"2620",7.225,"B96 B98","C"
"555",555,1,3,"female",22,"347085",7.775,"B96 B98","C"
"556",556,0,1,"male",62,"113807",26.55,"B96 B98","C"
"557",557,1,1,"female",48,"11755",39.6,"A16","A"
"558",558,0,1,"male",29.6991176470588,"PC 17757",227.525,"B96 B98","C"
"559",559,1,1,"female",39,"110413",79.65,"E67","E"
"560",560,1,3,"female",36,"345572",17.4,"B96 B98","C"
"561",561,0,3,"male",29.6991176470588,"372622",7.75,"B96 B98","C"
"562",562,0,3,"male",40,"349251",7.8958,"B96 B98","C"
"563",563,0,2,"male",28,"218629",13.5,"B96 B98","C"
"564",564,0,3,"male",29.6991176470588,"SOTON/OQ 392082",8.05,"B96 B98","C"
"565",565,0,3,"female",29.6991176470588,"SOTON/O.Q. 392087",8.05,"B96 B98","C"
"566",566,0,3,"male",24,"A/4 48871",24.15,"B96 B98","C"
"567",567,0,3,"male",19,"349205",7.8958,"B96 B98","C"
"568",568,0,3,"female",29,"349909",21.075,"B96 B98","C"
"569",569,0,3,"male",29.6991176470588,"2686",7.2292,"B96 B98","C"
"570",570,1,3,"male",32,"350417",7.8542,"B96 B98","C"
"571",571,1,2,"male",62,"S.W./PP 752",10.5,"B96 B98","C"
"572",572,1,1,"female",53,"11769",51.4792,"C101","C"
"573",573,1,1,"male",36,"PC 17474",26.3875,"E25","E"
"574",574,1,3,"female",29.6991176470588,"14312",7.75,"B96 B98","C"
"575",575,0,3,"male",16,"A/4. 20589",8.05,"B96 B98","C"
"576",576,0,3,"male",19,"358585",14.5,"B96 B98","C"
"577",577,1,2,"female",34,"243880",13,"B96 B98","C"
"578",578,1,1,"female",39,"13507",55.9,"E44","E"
"579",579,0,3,"female",29.6991176470588,"2689",14.4583,"B96 B98","C"
"580",580,1,3,"male",32,"STON/O 2. 3101286",7.925,"B96 B98","C"
"581",581,1,2,"female",25,"237789",30,"B96 B98","C"
"582",582,1,1,"female",39,"17421",110.8833,"C68","C"
"583",583,0,2,"male",54,"28403",26,"B96 B98","C"
"584",584,0,1,"male",36,"13049",40.125,"A10","A"
"585",585,0,3,"male",29.6991176470588,"3411",8.7125,"B96 B98","C"
"586",586,1,1,"female",18,"110413",79.65,"E68","E"
"587",587,0,2,"male",47,"237565",15,"B96 B98","C"
"588",588,1,1,"male",60,"13567",79.2,"B41","B"
"589",589,0,3,"male",22,"14973",8.05,"B96 B98","C"
"590",590,0,3,"male",29.6991176470588,"A./5. 3235",8.05,"B96 B98","C"
"591",591,0,3,"male",35,"STON/O 2. 3101273",7.125,"B96 B98","C"
"592",592,1,1,"female",52,"36947",78.2667,"D20","D"
"593",593,0,3,"male",47,"A/5 3902",7.25,"B96 B98","C"
"594",594,0,3,"female",29.6991176470588,"364848",7.75,"B96 B98","C"
"595",595,0,2,"male",37,"SC/AH 29037",26,"B96 B98","C"
"596",596,0,3,"male",36,"345773",24.15,"B96 B98","C"
"597",597,1,2,"female",29.6991176470588,"248727",33,"B96 B98","C"
"598",598,0,3,"male",49,"LINE",0,"B96 B98","C"
"599",599,0,3,"male",29.6991176470588,"2664",7.225,"B96 B98","C"
"600",600,1,1,"male",49,"PC 17485",56.9292,"A20","A"
"601",601,1,2,"female",24,"243847",27,"B96 B98","C"
"602",602,0,3,"male",29.6991176470588,"349214",7.8958,"B96 B98","C"
"603",603,0,1,"male",29.6991176470588,"113796",42.4,"B96 B98","C"
"604",604,0,3,"male",44,"364511",8.05,"B96 B98","C"
"605",605,1,1,"male",35,"111426",26.55,"B96 B98","C"
"606",606,0,3,"male",36,"349910",15.55,"B96 B98","C"
"607",607,0,3,"male",30,"349246",7.8958,"B96 B98","C"
"608",608,1,1,"male",27,"113804",30.5,"B96 B98","C"
"609",609,1,2,"female",22,"SC/Paris 2123",41.5792,"B96 B98","C"
"610",610,1,1,"female",40,"PC 17582",153.4625,"C125","C"
"611",611,0,3,"female",39,"347082",31.275,"B96 B98","C"
"612",612,0,3,"male",29.6991176470588,"SOTON/O.Q. 3101305",7.05,"B96 B98","C"
"613",613,1,3,"female",29.6991176470588,"367230",15.5,"B96 B98","C"
"614",614,0,3,"male",29.6991176470588,"370377",7.75,"B96 B98","C"
"615",615,0,3,"male",35,"364512",8.05,"B96 B98","C"
"616",616,1,2,"female",24,"220845",65,"B96 B98","C"
"617",617,0,3,"male",34,"347080",14.4,"B96 B98","C"
"618",618,0,3,"female",26,"A/5. 3336",16.1,"B96 B98","C"
"619",619,1,2,"female",4,"230136",39,"F4","F"
"620",620,0,2,"male",26,"31028",10.5,"B96 B98","C"
"621",621,0,3,"male",27,"2659",14.4542,"B96 B98","C"
"622",622,1,1,"male",42,"11753",52.5542,"D19","D"
"623",623,1,3,"male",20,"2653",15.7417,"B96 B98","C"
"624",624,0,3,"male",21,"350029",7.8542,"B96 B98","C"
"625",625,0,3,"male",21,"54636",16.1,"B96 B98","C"
"626",626,0,1,"male",61,"36963",32.3208,"D50","D"
"627",627,0,2,"male",57,"219533",12.35,"B96 B98","C"
"628",628,1,1,"female",21,"13502",77.9583,"D9","D"
"629",629,0,3,"male",26,"349224",7.8958,"B96 B98","C"
"630",630,0,3,"male",29.6991176470588,"334912",7.7333,"B96 B98","C"
"631",631,1,1,"male",80,"27042",30,"A23","A"
"632",632,0,3,"male",51,"347743",7.0542,"B96 B98","C"
"633",633,1,1,"male",32,"13214",30.5,"B50","B"
"634",634,0,1,"male",29.6991176470588,"112052",0,"B96 B98","C"
"635",635,0,3,"female",9,"347088",27.9,"B96 B98","C"
"636",636,1,2,"female",28,"237668",13,"B96 B98","C"
"637",637,0,3,"male",32,"STON/O 2. 3101292",7.925,"B96 B98","C"
"638",638,0,2,"male",31,"C.A. 31921",26.25,"B96 B98","C"
"639",639,0,3,"female",41,"3101295",39.6875,"B96 B98","C"
"640",640,0,3,"male",29.6991176470588,"376564",16.1,"B96 B98","C"
"641",641,0,3,"male",20,"350050",7.8542,"B96 B98","C"
"642",642,1,1,"female",24,"PC 17477",69.3,"B35","B"
"643",643,0,3,"female",2,"347088",27.9,"B96 B98","C"
"644",644,1,3,"male",29.6991176470588,"1601",56.4958,"B96 B98","C"
"645",645,1,3,"female",0.75,"2666",19.2583,"B96 B98","C"
"646",646,1,1,"male",48,"PC 17572",76.7292,"D33","D"
"647",647,0,3,"male",19,"349231",7.8958,"B96 B98","C"
"648",648,1,1,"male",56,"13213",35.5,"A26","A"
"649",649,0,3,"male",29.6991176470588,"S.O./P.P. 751",7.55,"B96 B98","C"
"650",650,1,3,"female",23,"CA. 2314",7.55,"B96 B98","C"
"651",651,0,3,"male",29.6991176470588,"349221",7.8958,"B96 B98","C"
"652",652,1,2,"female",18,"231919",23,"B96 B98","C"
"653",653,0,3,"male",21,"8475",8.4333,"B96 B98","C"
"654",654,1,3,"female",29.6991176470588,"330919",7.8292,"B96 B98","C"
"655",655,0,3,"female",18,"365226",6.75,"B96 B98","C"
"656",656,0,2,"male",24,"S.O.C. 14879",73.5,"B96 B98","C"
"657",657,0,3,"male",29.6991176470588,"349223",7.8958,"B96 B98","C"
"658",658,0,3,"female",32,"364849",15.5,"B96 B98","C"
"659",659,0,2,"male",23,"29751",13,"B96 B98","C"
"660",660,0,1,"male",58,"35273",113.275,"D48","D"
"661",661,1,1,"male",50,"PC 17611",133.65,"B96 B98","C"
"662",662,0,3,"male",40,"2623",7.225,"B96 B98","C"
"663",663,0,1,"male",47,"5727",25.5875,"E58","E"
"664",664,0,3,"male",36,"349210",7.4958,"B96 B98","C"
"665",665,1,3,"male",20,"STON/O 2. 3101285",7.925,"B96 B98","C"
"666",666,0,2,"male",32,"S.O.C. 14879",73.5,"B96 B98","C"
"667",667,0,2,"male",25,"234686",13,"B96 B98","C"
"668",668,0,3,"male",29.6991176470588,"312993",7.775,"B96 B98","C"
"669",669,0,3,"male",43,"A/5 3536",8.05,"B96 B98","C"
"670",670,1,1,"female",29.6991176470588,"19996",52,"C126","C"
"671",671,1,2,"female",40,"29750",39,"B96 B98","C"
"672",672,0,1,"male",31,"F.C. 12750",52,"B71","B"
"673",673,0,2,"male",70,"C.A. 24580",10.5,"B96 B98","C"
"674",674,1,2,"male",31,"244270",13,"B96 B98","C"
"675",675,0,2,"male",29.6991176470588,"239856",0,"B96 B98","C"
"676",676,0,3,"male",18,"349912",7.775,"B96 B98","C"
"677",677,0,3,"male",24.5,"342826",8.05,"B96 B98","C"
"678",678,1,3,"female",18,"4138",9.8417,"B96 B98","C"
"679",679,0,3,"female",43,"CA 2144",46.9,"B96 B98","C"
"680",680,1,1,"male",36,"PC 17755",512.3292,"B51 B53 B55","B"
"681",681,0,3,"female",29.6991176470588,"330935",8.1375,"B96 B98","C"
"682",682,1,1,"male",27,"PC 17572",76.7292,"D49","D"
"683",683,0,3,"male",20,"6563",9.225,"B96 B98","C"
"684",684,0,3,"male",14,"CA 2144",46.9,"B96 B98","C"
"685",685,0,2,"male",60,"29750",39,"B96 B98","C"
"686",686,0,2,"male",25,"SC/Paris 2123",41.5792,"B96 B98","C"
"687",687,0,3,"male",14,"3101295",39.6875,"B96 B98","C"
"688",688,0,3,"male",19,"349228",10.1708,"B96 B98","C"
"689",689,0,3,"male",18,"350036",7.7958,"B96 B98","C"
"690",690,1,1,"female",15,"24160",211.3375,"B5","B"
"691",691,1,1,"male",31,"17474",57,"B20","B"
"692",692,1,3,"female",4,"349256",13.4167,"B96 B98","C"
"693",693,1,3,"male",29.6991176470588,"1601",56.4958,"B96 B98","C"
"694",694,0,3,"male",25,"2672",7.225,"B96 B98","C"
"695",695,0,1,"male",60,"113800",26.55,"B96 B98","C"
"696",696,0,2,"male",52,"248731",13.5,"B96 B98","C"
"697",697,0,3,"male",44,"363592",8.05,"B96 B98","C"
"698",698,1,3,"female",29.6991176470588,"35852",7.7333,"B96 B98","C"
"699",699,0,1,"male",49,"17421",110.8833,"C68","C"
"700",700,0,3,"male",42,"348121",7.65,"F G63","F"
"701",701,1,1,"female",18,"PC 17757",227.525,"C62 C64","C"
"702",702,1,1,"male",35,"PC 17475",26.2875,"E24","E"
"703",703,0,3,"female",18,"2691",14.4542,"B96 B98","C"
"704",704,0,3,"male",25,"36864",7.7417,"B96 B98","C"
"705",705,0,3,"male",26,"350025",7.8542,"B96 B98","C"
"706",706,0,2,"male",39,"250655",26,"B96 B98","C"
"707",707,1,2,"female",45,"223596",13.5,"B96 B98","C"
"708",708,1,1,"male",42,"PC 17476",26.2875,"E24","E"
"709",709,1,1,"female",22,"113781",151.55,"B96 B98","C"
"710",710,1,3,"male",29.6991176470588,"2661",15.2458,"B96 B98","C"
"711",711,1,1,"female",24,"PC 17482",49.5042,"C90","C"
"712",712,0,1,"male",29.6991176470588,"113028",26.55,"C124","C"
"713",713,1,1,"male",48,"19996",52,"C126","C"
"714",714,0,3,"male",29,"7545",9.4833,"B96 B98","C"
"715",715,0,2,"male",52,"250647",13,"B96 B98","C"
"716",716,0,3,"male",19,"348124",7.65,"F G73","F"
"717",717,1,1,"female",38,"PC 17757",227.525,"C45","C"
"718",718,1,2,"female",27,"34218",10.5,"E101","E"
"719",719,0,3,"male",29.6991176470588,"36568",15.5,"B96 B98","C"
"720",720,0,3,"male",33,"347062",7.775,"B96 B98","C"
"721",721,1,2,"female",6,"248727",33,"B96 B98","C"
"722",722,0,3,"male",17,"350048",7.0542,"B96 B98","C"
"723",723,0,2,"male",34,"12233",13,"B96 B98","C"
"724",724,0,2,"male",50,"250643",13,"B96 B98","C"
"725",725,1,1,"male",27,"113806",53.1,"E8","E"
"726",726,0,3,"male",20,"315094",8.6625,"B96 B98","C"
"727",727,1,2,"female",30,"31027",21,"B96 B98","C"
"728",728,1,3,"female",29.6991176470588,"36866",7.7375,"B96 B98","C"
"729",729,0,2,"male",25,"236853",26,"B96 B98","C"
"730",730,0,3,"female",25,"STON/O2. 3101271",7.925,"B96 B98","C"
"731",731,1,1,"female",29,"24160",211.3375,"B5","B"
"732",732,0,3,"male",11,"2699",18.7875,"B96 B98","C"
"733",733,0,2,"male",29.6991176470588,"239855",0,"B96 B98","C"
"734",734,0,2,"male",23,"28425",13,"B96 B98","C"
"735",735,0,2,"male",23,"233639",13,"B96 B98","C"
"736",736,0,3,"male",28.5,"54636",16.1,"B96 B98","C"
"737",737,0,3,"female",48,"W./C. 6608",34.375,"B96 B98","C"
"738",738,1,1,"male",35,"PC 17755",512.3292,"B101","B"
"739",739,0,3,"male",29.6991176470588,"349201",7.8958,"B96 B98","C"
"740",740,0,3,"male",29.6991176470588,"349218",7.8958,"B96 B98","C"
"741",741,1,1,"male",29.6991176470588,"16988",30,"D45","D"
"742",742,0,1,"male",36,"19877",78.85,"C46","C"
"743",743,1,1,"female",21,"PC 17608",262.375,"B57 B59 B63 B66","B"
"744",744,0,3,"male",24,"376566",16.1,"B96 B98","C"
"745",745,1,3,"male",31,"STON/O 2. 3101288",7.925,"B96 B98","C"
"746",746,0,1,"male",70,"WE/P 5735",71,"B22","B"
"747",747,0,3,"male",16,"C.A. 2673",20.25,"B96 B98","C"
"748",748,1,2,"female",30,"250648",13,"B96 B98","C"
"749",749,0,1,"male",19,"113773",53.1,"D30","D"
"750",750,0,3,"male",31,"335097",7.75,"B96 B98","C"
"751",751,1,2,"female",4,"29103",23,"B96 B98","C"
"752",752,1,3,"male",6,"392096",12.475,"E121","E"
"753",753,0,3,"male",33,"345780",9.5,"B96 B98","C"
"754",754,0,3,"male",23,"349204",7.8958,"B96 B98","C"
"755",755,1,2,"female",48,"220845",65,"B96 B98","C"
"756",756,1,2,"male",0.67,"250649",14.5,"B96 B98","C"
"757",757,0,3,"male",28,"350042",7.7958,"B96 B98","C"
"758",758,0,2,"male",18,"29108",11.5,"B96 B98","C"
"759",759,0,3,"male",34,"363294",8.05,"B96 B98","C"
"760",760,1,1,"female",33,"110152",86.5,"B77","B"
"761",761,0,3,"male",29.6991176470588,"358585",14.5,"B96 B98","C"
"762",762,0,3,"male",41,"SOTON/O2 3101272",7.125,"B96 B98","C"
"763",763,1,3,"male",20,"2663",7.2292,"B96 B98","C"
"764",764,1,1,"female",36,"113760",120,"B96 B98","B"
"765",765,0,3,"male",16,"347074",7.775,"B96 B98","C"
"766",766,1,1,"female",51,"13502",77.9583,"D11","D"
"767",767,0,1,"male",29.6991176470588,"112379",39.6,"B96 B98","C"
"768",768,0,3,"female",30.5,"364850",7.75,"B96 B98","C"
"769",769,0,3,"male",29.6991176470588,"371110",24.15,"B96 B98","C"
"770",770,0,3,"male",32,"8471",8.3625,"B96 B98","C"
"771",771,0,3,"male",24,"345781",9.5,"B96 B98","C"
"772",772,0,3,"male",48,"350047",7.8542,"B96 B98","C"
"773",773,0,2,"female",57,"S.O./P.P. 3",10.5,"E77","E"
"774",774,0,3,"male",29.6991176470588,"2674",7.225,"B96 B98","C"
"775",775,1,2,"female",54,"29105",23,"B96 B98","C"
"776",776,0,3,"male",18,"347078",7.75,"B96 B98","C"
"777",777,0,3,"male",29.6991176470588,"383121",7.75,"F38","F"
"778",778,1,3,"female",5,"364516",12.475,"B96 B98","C"
"779",779,0,3,"male",29.6991176470588,"36865",7.7375,"B96 B98","C"
"780",780,1,1,"female",43,"24160",211.3375,"B3","B"
"781",781,1,3,"female",13,"2687",7.2292,"B96 B98","C"
"782",782,1,1,"female",17,"17474",57,"B20","B"
"783",783,0,1,"male",29,"113501",30,"D6","D"
"784",784,0,3,"male",29.6991176470588,"W./C. 6607",23.45,"B96 B98","C"
"785",785,0,3,"male",25,"SOTON/O.Q. 3101312",7.05,"B96 B98","C"
"786",786,0,3,"male",25,"374887",7.25,"B96 B98","C"
"787",787,1,3,"female",18,"3101265",7.4958,"B96 B98","C"
"788",788,0,3,"male",8,"382652",29.125,"B96 B98","C"
"789",789,1,3,"male",1,"C.A. 2315",20.575,"B96 B98","C"
"790",790,0,1,"male",46,"PC 17593",79.2,"B82 B84","B"
"791",791,0,3,"male",29.6991176470588,"12460",7.75,"B96 B98","C"
"792",792,0,2,"male",16,"239865",26,"B96 B98","C"
"793",793,0,3,"female",29.6991176470588,"CA. 2343",69.55,"B96 B98","C"
"794",794,0,1,"male",29.6991176470588,"PC 17600",30.6958,"B96 B98","C"
"795",795,0,3,"male",25,"349203",7.8958,"B96 B98","C"
"796",796,0,2,"male",39,"28213",13,"B96 B98","C"
"797",797,1,1,"female",49,"17465",25.9292,"D17","D"
"798",798,1,3,"female",31,"349244",8.6833,"B96 B98","C"
"799",799,0,3,"male",30,"2685",7.2292,"B96 B98","C"
"800",800,0,3,"female",30,"345773",24.15,"B96 B98","C"
"801",801,0,2,"male",34,"250647",13,"B96 B98","C"
"802",802,1,2,"female",31,"C.A. 31921",26.25,"B96 B98","C"
"803",803,1,1,"male",11,"113760",120,"B96 B98","B"
"804",804,1,3,"male",0.42,"2625",8.5167,"B96 B98","C"
"805",805,1,3,"male",27,"347089",6.975,"B96 B98","C"
"806",806,0,3,"male",31,"347063",7.775,"B96 B98","C"
"807",807,0,1,"male",39,"112050",0,"A36","A"
"808",808,0,3,"female",18,"347087",7.775,"B96 B98","C"
"809",809,0,2,"male",39,"248723",13,"B96 B98","C"
"810",810,1,1,"female",33,"113806",53.1,"E8","E"
"811",811,0,3,"male",26,"3474",7.8875,"B96 B98","C"
"812",812,0,3,"male",39,"A/4 48871",24.15,"B96 B98","C"
"813",813,0,2,"male",35,"28206",10.5,"B96 B98","C"
"814",814,0,3,"female",6,"347082",31.275,"B96 B98","C"
"815",815,0,3,"male",30.5,"364499",8.05,"B96 B98","C"
"816",816,0,1,"male",29.6991176470588,"112058",0,"B102","B"
"817",817,0,3,"female",23,"STON/O2. 3101290",7.925,"B96 B98","C"
"818",818,0,2,"male",31,"S.C./PARIS 2079",37.0042,"B96 B98","C"
"819",819,0,3,"male",43,"C 7075",6.45,"B96 B98","C"
